requested_chemsys,requested_family,matched_query_chemsys,retrieval_mode,material_id,formula_pretty,chemsys,requested_overlap_score,candidate_family,family_plausible,family_matches_request,accepted_for_request,is_cobalt_near_miss,near_miss_reason,near_miss_bucket,rejection_reason,n_elements,density,energy_above_hull,band_gap,is_stable,theoretical
Co-Cr-Ni,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-1195916,Ho2Cr2Co15,Co-Cr-Ho,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.148514111185985,0.028647304760764002,0.0,False,False
Co-Cr-Ni,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-1028407,Mg14CrCo,Co-Cr-Mg,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,2.17291184753192,0.1740903453125,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-1028410,Mg14CrCo,Co-Cr-Mg,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,2.291590636635879,0.2233803859375,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-1022048,Mg6CrCo,Co-Cr-Mg,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,2.806243785551762,0.27336216750000003,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-1022092,Mg6CrCo,Co-Cr-Mg,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,2.930045781200759,0.30688853312500003,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-864955,Mn2CrCo,Co-Cr-Mn,2,Co-based high-temperature candidate,True,True,False,False,,,Pair-window candidate does not preserve the requested distinguishing element.,3,7.194338315763557,0.0,0.0,True,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-1222067,Mn4Cr(Co2Ge)5,Co-Cr-Ge-Mn,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,4,8.639463137973326,0.0,0.0,True,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-1221846,Mn4Cr(Co2Si)5,Co-Cr-Mn-Si,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,4,7.411075613714209,0.0024708201666660003,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-1221808,Mn4Cr(Co2Sn)5,Co-Cr-Mn-Sn,2,Co-based high-temperature candidate,True,True,False,False,,,Pair-window candidate does not preserve the requested distinguishing element.,4,8.991917489873286,0.013825872333334,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-1222191,Mn4Cr(GaCo2)5,Co-Cr-Ga-Mn,2,Co-based high-temperature candidate,True,True,False,False,,,Pair-window candidate does not preserve the requested distinguishing element.,4,8.590914798695612,0.007042455499997001,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1229050,Al18Co5Ni3,Al-Co-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,4.402661453909353,0.010244309254808001,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1228913,Al2CoNi,Al-Co-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,6.151529119284306,0.0,0.0,True,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1228742,Al9Co2Ni,Al-Co-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,3.9847988635528253,0.019566181744792,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1214804,AlCo2Ni,Al-Co-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,7.436709386935059,0.117662525499998,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1214822,AlCo2Ni,Al-Co-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,7.462029395266885,0.10032841049999901,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1228972,AlCoNi6,Al-Co-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,8.287713674717164,0.019286010625000002,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-867271,Be2CoNi,Be-Co-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,6.606853603730522,0.0,0.0,True,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226458,Co3NiSb12,Co-Ni-Sb,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,7.287336747650107,0.005023297656254,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1106327,Co4NiSb12,Co-Ni-Sb,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,7.759156837868831,0.295586850735293,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226203,CoNi2Sn,Co-Ni-Sn,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,9.32060010458145,0.22400402604166603,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1079542,CoNiAs,As-Co-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,8.75454034887514,0.062061907745098004,0.0,False,False
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226009,CoNiAs2,As-Co-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,7.858464274520028,0.037218823011361,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226018,CoNiAs4,As-Co-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,7.135045775919116,0.018289251130953,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226015,CoNiGe,Co-Ge-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,8.999248230182008,0.043291651666669005,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226021,CoNiGe,Co-Ge-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.015290629520281,0.031927976666665005,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226004,CoNiPt2,Co-Ni-Pt,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,15.906881138538052,0.0,0.0,True,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226094,CoNiPt2,Co-Ni-Pt,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,15.158774132097001,0.106468957499999,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1025009,CoNiSb,Co-Ni-Sb,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.476444470623113,0.214435376666667,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226172,CoNiSb,Co-Ni-Sb,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,8.6457314460188,0.240223349444445,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226120,CoNiSb6,Co-Ni-Sb,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,7.320734648852888,0.007232256562502001,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-20237,CoNiSn,Co-Ni-Sn,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,9.439958397603052,0.15718554618055502,0.0,False,False
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226006,CoSi4Ni,Co-Ni-Si,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,5.03422707592568,0.0,0.0,True,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1226011,CoSi4Ni3,Co-Ni-Si,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,6.110117776123131,0.006904919687501,0.0,False,True
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1102115,CoSiNi,Co-Ni-Si,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,7.418823807719151,0.010381849166664,0.0,False,False
Co-Cr-Ni,Co-based high-temperature candidate,Co+Ni,fallback_cobalt_pair_window,mp-1225312,DyCoNi,Co-Dy-Ni,2,Ni-based superalloy-like candidate,True,False,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,10.328410509704993,0.023424421666661,0.0,False,True
