requested_chemsys,requested_family,matched_query_chemsys,retrieval_mode,material_id,formula_pretty,chemsys,requested_overlap_score,candidate_family,family_plausible,family_matches_request,accepted_for_request,is_cobalt_near_miss,near_miss_reason,near_miss_bucket,rejection_reason,n_elements,density,energy_above_hull,band_gap,is_stable,theoretical
Co-Cr-Mo,Co-based high-temperature candidate,Co+Cr,fallback_cobalt_pair_window,mp-1222191,Mn4Cr(GaCo2)5,Co-Cr-Ga-Mn,2,Co-based high-temperature candidate,True,True,False,False,,,Pair-window candidate does not preserve the requested distinguishing element.,4,8.590914798695612,0.007042455499997001,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1226926,Ce(Co5Mo)2,Ce-Co-Mo,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.135899546965385,0.067671736923075,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1226069,Co3SiMo2,Co-Mo-Si,2,Co-based high-temperature candidate,True,True,False,True,close cobalt pair neighbor,cobalt_pair_near_miss,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.281156699039244,0.037453396944442004,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1226367,CoGeMo,Co-Ge-Mo,2,Co-based high-temperature candidate,True,True,False,True,close cobalt pair neighbor,cobalt_pair_near_miss,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.416162963361737,0.21594785674999803,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1226108,CoSiMo,Co-Mo-Si,2,Co-based high-temperature candidate,True,True,False,True,close cobalt pair neighbor,cobalt_pair_near_miss,Returned candidate contains non-target chemistry for this broader recovery step.,3,8.18363615626116,0.092312985520834,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1225767,Dy(Co5Mo)2,Co-Dy-Mo,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.368409840286974,0.056121376013981004,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1225178,Er(Co5Mo)2,Co-Er-Mo,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.551400334836584,0.057909988181815,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1225713,Gd(Co5Mo)2,Co-Gd-Mo,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.199110546196973,0.037213563619909004,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-973612,Hf9CoMo4,Co-Hf-Mo,2,Co-based high-temperature candidate,True,True,False,True,close cobalt pair neighbor,cobalt_pair_near_miss,Pair-window candidate does not restore the missing requested anchor element.,3,12.529348676887148,0.0,0.0,True,False
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1028389,Mg14CoMo,Co-Mg-Mo,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,2.5310779065686733,0.19788090635416603,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1028400,Mg14CoMo,Co-Mg-Mo,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,2.470252310458178,0.183034731354166,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1022041,Mg6CoMo,Co-Mg-Mo,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,3.349670426277415,0.279310212708333,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1022071,Mg6CoMo,Co-Mg-Mo,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,3.350526795596216,0.325605735208333,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1096406,Mn2CoMo,Co-Mn-Mo,2,Co-based high-temperature candidate,True,True,False,True,close cobalt pair neighbor,cobalt_pair_near_miss,Pair-window candidate does not restore the missing requested anchor element.,3,0.6349026797160451,3.543399881451149,0.018899999999999,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1220565,Nd(Co5Mo)2,Co-Mo-Nd,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.001003051598786,0.060940813722528006,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1220005,Pr(Co5Mo)2,Co-Mo-Pr,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.028901345930157,0.065648069871794,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1219301,Sm(Co5Mo)2,Co-Mo-Sm,2,Co-based high-temperature candidate,True,True,False,False,,,Returned candidate contains non-target chemistry for this broader recovery step.,3,9.160854786151539,0.054331475163461006,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1217987,Ta3Co2Mo,Co-Mo-Ta,2,Refractory-alloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,14.000807917329649,0.015449960888888002,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1218042,TaCo4Mo,Co-Mo-Ta,2,Refractory-alloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,11.452800135831268,0.083516084722226,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1217983,TaCo6Mo,Co-Mo-Ta,2,Refractory-alloy-like candidate,True,False,False,False,,,Returned candidate family does not match the requested family.,3,11.345515566530707,0.014388695208333002,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1097437,Ti2CoMo,Co-Mo-Ti,2,Co-based high-temperature candidate,True,True,False,True,close cobalt pair neighbor,cobalt_pair_near_miss,Pair-window candidate does not restore the missing requested anchor element.,3,0.560703715050632,3.669929469999999,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1187432,Ti2CoMo,Co-Mo-Ti,2,Co-based high-temperature candidate,True,True,False,True,close cobalt pair neighbor,cobalt_pair_near_miss,Pair-window candidate does not restore the missing requested anchor element.,3,7.328379647941089,0.054202860555555,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-631559,TlCoMo2,Co-Mo-Tl,2,Co-based high-temperature candidate,True,True,False,True,close cobalt pair neighbor,cobalt_pair_near_miss,Pair-window candidate does not restore the missing requested anchor element.,3,11.697354606537171,0.6595458695833321,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1216772,V2Co9Mo,Co-Mo-V,2,Co-based high-temperature candidate,True,True,False,True,close cobalt pair neighbor,cobalt_pair_near_miss,Pair-window candidate does not restore the missing requested anchor element.,3,9.030584286471909,0.008524504305553,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1216218,Y(Co5Mo)2,Co-Mo-Y,2,Co-based high-temperature candidate,True,True,False,False,,,Pair-window candidate does not restore the missing requested anchor element.,3,8.657706663893352,0.052966267278103,0.0,False,True
Co-Cr-Mo,Co-based high-temperature candidate,Co+Mo,fallback_cobalt_pair_window,mp-1215528,Zr2Co3Mo,Co-Mo-Zr,2,Co-based high-temperature candidate,True,True,False,True,close cobalt pair neighbor,cobalt_pair_near_miss,Pair-window candidate does not restore the missing requested anchor element.,3,8.409621332273778,0.023687160416665003,0.0,False,True
